,Date,title,category,account,amount,currency,type,id
223,2024-04-30 14:49:49.288,Bus,Transport,Cash,10.00,INR,EXPENSE,223e59b5-7482-4071-b778-e48fef8a1a27
224,2024-04-30 14:49:41.429,AtR,Transport,Salary Bank,35.00,INR,EXPENSE,cfe9fe1d-5d66-4a57-b4bd-d4fecddecf35
225,2024-04-30 14:49:29.643,RtA,Transport,Salary Bank,35.00,INR,EXPENSE,e2738ea5-560b-470d-8f3d-dcf4f55bb6b5
226,2024-04-30 02:03:00.000,Juice,Food & Drinks,Salary Bank,90.00,INR,EXPENSE,6f203563-6af9-4e30-9213-362808479cba
227,2024-04-29 18:43:47.723,Bus,Transport,Cash,10.00,INR,EXPENSE,241f2f9d-adec-4016-a54c-fb3f14b7c1b8
228,2024-04-29 18:43:40.127,RtA,Transport,Salary Bank,35.00,INR,EXPENSE,a6e443f4-424e-45b3-9dcd-66a35eb78bdf
230,2024-04-29 08:51:18.570,Bus,Transport,Cash,10.00,INR,EXPENSE,ca732d24-ab2e-4928-828b-08ae8246c0c8
231,2024-04-29 08:51:06.330,AtR,Transport,Salary Bank,35.00,INR,EXPENSE,20b0e0d5-2587-4033-a4d4-af88ade8281e
232,2024-04-28 15:27:48.931,Baba,Bills & Fees,Salary Bank,500.00,INR,EXPENSE,bcd5e720-c629-405d-92ce-a63f78b4fe4e
233,2024-04-28 14:17:36.623,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,898b5084-1696-4762-9dd1-a309b83348c2
234,2024-04-27 14:17:00.000,🍰,Food & Drinks,Salary Bank,100.00,INR,EXPENSE,cc950855-0206-41da-a80c-c3029267ffee
235,2024-04-27 14:17:00.000,Milk,Bills & Fees,Salary Bank,40.00,INR,EXPENSE,8872e260-1d9b-41e5-a7af-739baa5c9d94
236,2024-04-27 14:16:00.000,Snacks,Food & Drinks,Salary Bank,90.00,INR,EXPENSE,96623580-7f22-4b17-95ba-a5923dcc532d
237,2024-04-27 14:15:00.000,Water,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,7e97a3c7-7731-47dc-8c82-322d5f552f20
238,2024-04-27 14:07:00.000,Juice,Food & Drinks,Salary Bank,120.00,INR,EXPENSE,cd891ba6-62e1-448d-bd7a-1067528a4dc7
239,2024-04-27 14:06:00.000,Water,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,8218dade-b95a-42f4-af7b-f49bd8e00a1a
240,2024-04-27 14:06:00.000,Lunch,Food & Drinks,Salary Bank,100.00,INR,EXPENSE,8c688926-48c5-4043-835c-1864ee2c4b5a
243,2024-04-27 14:04:00.000,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,5db87f93-4f96-4925-a06f-6ebb5d0f8fab
244,2024-04-26 14:04:00.000,Juice,Food & Drinks,Salary Bank,49.00,INR,EXPENSE,cfe93cb8-4d9e-491d-8112-dcf7bc356718
245,2024-04-26 14:04:00.000,Chotu,Bills & Fees,Salary Bank,500.00,INR,EXPENSE,2c3ab3b3-c29b-403b-995d-ffca7031439d
246,2024-04-26 14:03:00.000,Snacks,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,fde12671-069e-4902-9b8b-9ff25aa4fbb4
247,2024-04-26 14:03:00.000,Drink,Food & Drinks,Salary Bank,49.00,INR,EXPENSE,080d00a7-eff8-4afa-b05b-b1978df5870f
248,2024-04-26 14:03:00.000,Lunch,Food & Drinks,Salary Bank,120.00,INR,EXPENSE,c689d249-3ea2-4f33-96de-562d61eaf0e2
249,2024-04-26 14:02:00.000,Water,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,d35b7b34-4cee-441b-8536-51d87b0280f0
250,2024-04-26 14:01:00.000,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,87bc3d98-21f8-4594-830a-65f3194aebc1
251,2024-04-25 14:01:00.000,Snacks,Food & Drinks,Salary Bank,20.00,INR,EXPENSE,67bb9b24-515c-460b-9ee7-0caf306426fd
252,2024-04-25 14:00:00.000,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,304d3124-3599-4697-8c41-387bbbfa7c3b
253,2024-04-24 14:00:00.000,Shirt,Bills & Fees,Salary Bank,699.00,INR,EXPENSE,a6f6cecd-3aa8-4980-b1df-698685a7b495
254,2024-04-24 13:42:04.617,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,85244f40-cdd6-4703-94d0-83f4c05750af
255,2024-04-24 13:41:51.834,Petrol,Transport,Salary Bank,50.00,INR,EXPENSE,3b6e9e6a-f590-4b0e-996e-301df8dfbb9b
256,2024-04-24 13:41:40.008,Snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,c033f55b-4b8b-46b4-9062-255ceca7461c
257,2024-04-23 17:13:53.508,Team lunch,Food & Drinks,Salary Bank,795.00,INR,EXPENSE,f453f211-da65-4ebd-86cb-1e76eeeab835
258,2024-04-23 14:43:27.195,Bus,Transport,Cash,20.00,INR,EXPENSE,fa88c642-0f31-475b-af47-42d14c122045
259,2024-04-23 14:40:43.848,RtA,Transport,Metro Card,35.00,INR,EXPENSE,cef59635-4e95-47b3-8d08-162a96eeaeb9
260,2024-04-23 14:40:43.047,AtR,Transport,Metro Card,35.00,INR,EXPENSE,86290f86-9587-4953-9e9c-08d3f78fe28b
261,2024-04-22 14:43:00.000,Bus,Transport,Cash,10.00,INR,EXPENSE,89490386-793b-4b56-ae73-7b75ab9a5b63
262,2024-04-22 14:41:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,22ed2a16-9eeb-4704-900d-c57ddb6b97d8
263,2024-04-22 14:41:00.000,Bus Pass,Transport,Salary Bank,430.00,INR,EXPENSE,f9d1f72b-571d-4a51-bc63-1fed65c0c727
264,2024-04-22 04:55:34.117,Recharge,Bills & Fees,Salary Bank,259.00,INR,EXPENSE,78641f2b-8615-4c7e-ace8-b995f369d04e
268,2024-04-22 04:48:34.081,Bus,Transport,Cash,30.00,INR,EXPENSE,a2b01bbe-619c-466c-a1a1-e8769b35a7d4
270,2024-04-22 04:47:21.338,AtR,Transport,Metro Card,35.00,INR,EXPENSE,c4e66e65-0635-41e6-8a2c-27053942453d
271,2024-04-21 04:47:00.000,Juice,Food & Drinks,Salary Bank,40.00,INR,EXPENSE,da63805a-1404-4f27-8561-64fa5f76fd44
272,2024-04-21 04:47:00.000,Manchuria,Food & Drinks,Cash,70.00,INR,EXPENSE,7de23ae0-6434-4a5a-801e-498744d12c47
273,2024-04-21 03:26:06.969,Breakfast,Food & Drinks,Salary Bank,25.00,INR,EXPENSE,c38ecaeb-2832-4e53-bbca-59991c235cc7
274,2024-04-21 03:25:59.594,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,e50c7c0d-1b01-43ed-8392-4ed36eb7e969
275,2024-04-21 03:25:50.659,Tyre,Bills & Fees,Cash,10.00,INR,EXPENSE,9d6e1164-eca4-43d6-a297-94dd74513fe5
276,2024-04-20 18:28:32.596,Shirt,Bills & Fees,Salary Bank,799.00,INR,EXPENSE,c75d702b-721a-4249-b31e-aa48e2a2813e
277,2024-04-20 18:28:20.117,Burrito,Food & Drinks,Salary Bank,83.00,INR,EXPENSE,5d213420-bdb4-4dc7-87c3-ba8a227aa2e7
279,2024-04-20 18:27:48.295,Ice Cream,Food & Drinks,Salary Bank,88.01,INR,EXPENSE,70c8bf0f-33b3-4e1c-8ff5-dea0d249fd79
280,2024-04-20 01:58:00.000,Water,Food & Drinks,Cash,30.00,INR,EXPENSE,69ee468f-b045-4b68-8ece-4b2796cf07f2
281,2024-04-19 08:03:00.699,Bus,Transport,Cash,10.00,INR,EXPENSE,8eb3f736-9b8b-41e5-bf67-c7303f7a300b
282,2024-04-19 08:02:45.501,RtA,Transport,Metro Card,35.00,INR,EXPENSE,bf9cac22-e84b-4789-8df7-09cf9327f049
283,2024-04-19 08:02:43.381,AtR,Transport,Metro Card,35.00,INR,EXPENSE,282095ad-26ea-43a9-a073-96c08f6ea5c9
284,2024-04-18 16:46:10.130,Snacks,Food & Drinks,Salary Bank,75.00,INR,EXPENSE,64cae55d-06f1-41ae-93e0-115dc44844c8
285,2024-04-18 16:45:14.900,Snacks,Food & Drinks,Salary Bank,130.00,INR,EXPENSE,e4f37e8b-2f2f-4b3a-a533-819e8fa462f4
288,2024-04-17 04:00:52.496,AtR,Transport,Cash,35.00,INR,EXPENSE,d5fb955e-cfbc-4602-95d7-c4a37877a3a5
290,2024-04-16 12:38:52.794,RtA,Transport,Metro Card,35.00,INR,EXPENSE,4320c442-4118-4718-bdfc-d41938cb4a64
291,2024-04-16 07:09:53.181,Bus,Transport,Cash,10.00,INR,EXPENSE,9f3d2290-3cd6-4f8e-8d70-7920798c5e0b
292,2024-04-16 07:09:46.768,AtR,Transport,Metro Card,35.00,INR,EXPENSE,c627e400-ca70-4dc5-a9b4-6d5c04aa6a74
293,2024-04-15 14:59:31.037,Bus,Transport,Cash,10.00,INR,EXPENSE,50b0be3a-fcf0-45f5-8563-ba2e9ce8a4de
294,2024-04-15 14:59:23.954,RtA,Transport,Metro Card,35.00,INR,EXPENSE,b1e0e78e-a75a-41fb-8532-57fec16343a3
295,2024-04-15 14:59:21.617,Snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,d4fcda75-8b2a-4d55-9625-1ef27113f942
296,2024-04-15 12:38:00.000,Domain,Bills & Fees,Salary Bank,616.32,INR,EXPENSE,6fd5d116-e6a4-48c9-91b4-ad74e76fd663
297,2024-04-15 06:55:17.895,AtR,Transport,Metro Card,35.00,INR,EXPENSE,da84716c-3965-4ab4-8ff0-5d26ac555829
298,2024-04-15 06:55:10.570,Bus,Transport,Cash,10.00,INR,EXPENSE,51ff7712-b942-470d-bd30-a0e67aee3a60
299,2024-04-14 16:42:19.952,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,eb48ad4f-c670-4dfb-8c7c-a8d0dd7af005
300,2024-04-12 15:16:13.135,Bus,Transport,Cash,20.00,INR,EXPENSE,0cbeec5d-7581-4978-b52c-2a3dfe3c20ec
302,2024-04-12 12:47:39.692,RtA,Transport,Metro Card,35.00,INR,EXPENSE,7eb6d8c1-17b2-4477-83b1-fbcf1cab8029
303,2024-04-12 12:47:37.044,AtR,Transport,Metro Card,35.00,INR,EXPENSE,674a61ae-f7b3-4b1c-9a43-0cfe6c511b46
305,2024-04-10 13:03:30.729,RtA,Transport,Metro Card,35.00,INR,EXPENSE,a6cb88eb-6f9f-438a-9a67-73d58a6bb773
308,2024-04-10 04:21:51.672,Gym,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,db4d5d93-9d36-4622-9f33-ffe3a81f5187
309,2024-04-10 04:21:38.710,AtR,Transport,Metro Card,35.00,INR,EXPENSE,e84d01b9-287d-45e2-8de9-05c54092b598
310,2024-04-10 03:10:00.000,Shawarma 🌯,Food & Drinks,Salary Bank,140.00,INR,EXPENSE,395b3c2e-58b4-4db5-a9d8-4e42b818db08
311,2024-04-08 10:36:18.446,AtR,Transport,Metro Card,35.00,INR,EXPENSE,e3b176ce-d3cf-4786-90dc-e9042f57f6b5
312,2024-04-08 10:36:12.580,Bus,Transport,Cash,10.00,INR,EXPENSE,66ba10cb-56f7-4313-afd1-48690e8cabdc
313,2024-04-07 14:17:41.212,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,94f701db-6572-4e35-85b6-648db71b617a
314,2024-04-07 14:17:28.139,Fest,Bills & Fees,Salary Bank,250.00,INR,EXPENSE,79c1e6b0-51f6-4e6d-9f7d-98b626720490
315,2024-04-06 03:42:00.000,Juice,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,fb74083b-ea28-4af5-80eb-84f4df9052cf
316,2024-04-06 03:41:00.000,Bus,Transport,Cash,10.00,INR,EXPENSE,057e1b71-c054-4539-9b55-7bf470e68a30
317,2024-04-06 03:41:00.000,Juice,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,c53d9d07-d910-445e-801c-d41f0c7f5309
318,2024-04-06 03:40:00.000,Auto,Transport,Cash,20.00,INR,EXPENSE,d0ab442a-52ec-445b-84ea-273755da3fb3
319,2024-04-05 13:25:05.480,Juice,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,6e1e0f1c-25e7-488b-a5ac-07346327315c
320,2024-04-05 13:24:56.623,RtA,Transport,Metro Card,35.00,INR,EXPENSE,113c8e7b-b90e-4076-8586-d10404e8b74e
322,2024-04-05 08:47:42.107,Wow,Bills & Fees,Salary Bank,309.84,INR,EXPENSE,bd7c7a55-0da0-4697-b90b-3d3423da3788
323,2024-04-05 05:34:22.364,Juice,Food & Drinks,Salary Bank,25.00,INR,EXPENSE,09b6a757-ef2d-41af-b5f6-11a018562cf0
324,2024-04-05 05:34:05.807,AtR,Transport,Metro Card,35.00,INR,EXPENSE,d6d06f16-a9cf-4004-b5dc-cd1ab650372f
325,2024-04-04 08:37:47.351,Snacks,Food & Drinks,Salary Bank,75.00,INR,EXPENSE,9a254132-ba75-4604-a7b2-0c32e6b6d2b8
326,2024-04-04 03:43:27.547,Petrol,Bills & Fees,Salary Bank,100.00,INR,EXPENSE,15d4007d-437e-41f1-b476-cefe1a408b5a
330,2024-04-03 10:25:10.802,Bus,Transport,Cash,10.00,INR,EXPENSE,77ef7682-a11e-488f-87b1-09fbfa08761b
331,2024-04-03 10:23:49.761,AtR,Transport,Metro Card,35.00,INR,EXPENSE,28259330-312f-4173-bdd7-20d8ffe441f1
332,2024-04-02 10:24:00.000,AtR,Transport,Metro Card,35.00,INR,EXPENSE,9763f058-f4cd-4239-b3b4-decacaba4938
333,2024-04-02 10:24:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,263a68dd-b4b5-43b5-8c20-d53ff12921b7
334,2024-04-02 10:24:00.000,Juice,Food & Drinks,Cash,10.00,INR,EXPENSE,5c4eb6d5-ef06-453f-b1c1-c5377e01be36
335,2024-04-02 10:24:00.000,Juice,Food & Drinks,Cash,60.00,INR,EXPENSE,340a1e1d-ada0-49c9-97d6-18244d566b89
337,2024-04-02 03:33:39.883,Bus,Transport,Cash,10.00,INR,EXPENSE,5fad39bf-5473-4c24-8869-7dde53268f6d
338,2024-04-01 18:29:57.016,Netflix,Bills & Fees,Savings Bank,199.00,INR,EXPENSE,fdb6c9d4-f0a4-43d7-9c38-48376417a722
339,2024-04-01 18:28:27.576,Chotu,Bills & Fees,Savings Bank,"3,000.00",INR,EXPENSE,6a0c41ac-05ea-4453-b966-0d8da9015154
341,2024-04-01 18:18:27.349,Snacks,Food & Drinks,Salary Bank,160.00,INR,EXPENSE,0e3be43f-e9cb-405c-8fa1-3c56ae959f43
342,2024-04-01 15:09:51.209,Juice,Food & Drinks,Salary Bank,50.00,INR,EXPENSE,73b78e97-9b36-4d8c-afe5-8b88faff1778
344,2024-03-31 18:34:00.000,AtR,Transport,Metro Card,35.00,INR,EXPENSE,411136d0-fc08-4266-acba-d1006d6e192e
345,2024-03-31 18:34:00.000,Bus,Transport,Cash,10.00,INR,EXPENSE,ee4fd400-7140-47df-ab4b-3716b705b24e
346,2024-03-31 17:00:28.422,Baba,Bills & Fees,Salary Bank,"1,700.00",INR,EXPENSE,680d5b03-3f8e-4af0-9b78-d5bed3643c1c
347,2024-03-31 13:58:13.008,Shoes,Bills & Fees,Salary Bank,"2,499.00",INR,EXPENSE,ba26720e-7166-4de2-b3eb-fd3f584c7480
348,2024-03-31 12:45:00.691,Haircut,Bills & Fees,Salary Bank,150.00,INR,EXPENSE,6c4b7d01-9c99-4b44-965e-19fa240d4f40
349,2024-03-30 03:09:01.045,Chotu,Bills & Fees,Cash,100.00,INR,EXPENSE,e9922e06-03a2-481a-b1ad-7e5f3103c331
350,2024-03-29 18:47:00.000,Snacks,Food & Drinks,Salary Bank,90.00,INR,EXPENSE,8757b497-c06b-4443-b4b7-9ca049f76c0f
351,2024-03-29 15:27:48.850,Maa,Bills & Fees,Salary Bank,"13,000.00",INR,EXPENSE,cbcbc73b-cffb-49dd-ab94-cc919801ddef
352,2024-03-29 15:27:39.829,Breakfast,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,8ed18456-97ee-46ac-aae8-cfc341aef822
353,2024-03-28 11:31:59.355,Petrol,Bills & Fees,Salary Bank,100.00,INR,EXPENSE,aa003083-8c02-4991-8ede-530d13933bb4
354,2024-03-28 10:58:48.815,Snacks,Food & Drinks,Salary Bank,250.00,INR,EXPENSE,efa39518-8a43-4e57-b9bc-973892e84bea
358,2024-03-27 15:39:26.573,Ice cream,Food & Drinks,Cash,70.00,INR,EXPENSE,841c07c5-e7e2-4566-9516-96d5f1ead847
359,2024-03-26 16:59:57.985,Juice,Food & Drinks,Salary Bank,40.00,INR,EXPENSE,9c0fe60e-ac97-4502-b9ab-c31dc240e173
360,2024-03-26 16:59:46.122,Auto,Transport,Cash,20.00,INR,EXPENSE,a1d360ab-6273-4642-ad39-10d19ba8db47
361,2024-03-25 15:53:52.918,Bus,Transport,Cash,10.00,INR,EXPENSE,ffcb6133-537a-4421-9097-c97ec0936aa3
362,2024-03-25 13:17:40.044,Bus,Transport,Cash,10.00,INR,EXPENSE,2a49ae2e-2449-4a87-aaf7-ab92e2a066a1
363,2024-03-25 13:17:15.511,RtA,Transport,Metro Card,35.00,INR,EXPENSE,ec34f5cc-a926-4894-bc1d-382bbbbcf14f
364,2024-03-25 13:17:13.755,AtR,Transport,Metro Card,35.00,INR,EXPENSE,71741307-625d-493a-82a1-1f38440b088a
367,2024-03-22 13:26:42.165,Bus,Transport,Cash,30.00,INR,EXPENSE,ae5713d1-7827-4e4e-bc54-5f1bbcef05aa
368,2024-03-22 13:26:34.794,Juice,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,8daf75ef-e618-4896-8ac5-4450d89d4c6f
369,2024-03-22 13:26:28.610,Snacks,Food & Drinks,Salary Bank,80.00,INR,EXPENSE,d96ead87-603d-4cd8-91e8-c4a0adbcfe53
371,2024-03-22 13:26:06.797,RtA,Transport,Metro Card,35.00,INR,EXPENSE,6e9332c0-9bf8-40d3-9938-037d727e7f20
372,2024-03-21 14:54:03.976,Baba,Bills & Fees,Salary Bank,500.00,INR,EXPENSE,c0e14014-4631-436b-85e0-8550435fa129
373,2024-03-21 10:09:12.859,Recharge,Bills & Fees,Salary Bank,259.00,INR,EXPENSE,50fd698c-38d6-44b4-a1ed-493fa5706446
375,2024-03-21 10:05:14.371,Stonks,Bills & Fees,Salary Bank,230.00,INR,EXPENSE,a7c3aab2-ec15-4525-b66a-0f979bd1987f
376,2024-03-21 10:04:54.277,Petrol,Transport,Salary Bank,200.00,INR,EXPENSE,c5b49577-75a9-4001-aadb-4b54ec878b87
377,2024-03-19 18:44:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,ba5e8072-3901-4d13-8bc9-d3a3cc065263
378,2024-03-19 18:43:00.000,Snacks,Food & Drinks,Salary Bank,25.00,INR,EXPENSE,621b521d-e327-4e91-bcfa-4af0110ded62
379,2024-03-19 07:06:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,65c23e96-b7d0-41db-94c1-021911fbfd93
380,2024-03-19 07:06:00.000,Shawarma 🌯,Food & Drinks,Salary Bank,260.00,INR,EXPENSE,4ca12ed6-ed5c-4a30-899b-a9b118b48ff7
381,2024-03-19 06:05:26.422,Bus pass,Bills & Fees,Salary Bank,430.00,INR,EXPENSE,162750b7-9ebb-4350-94fa-9bf9b41e74c5
382,2024-03-18 06:05:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,05ae842e-597e-4763-9cdf-d08b53f33c3e
384,2024-03-16 18:40:00.000,Snacks,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,ead69b7a-41f0-4ec8-85ad-22bb15e2c706
385,2024-03-16 01:55:57.271,Rent,Bills & Fees,Salary Bank,"3,800.00",INR,EXPENSE,d860cada-8a39-4cd3-8c88-013010ef88d7
386,2024-03-15 18:39:00.000,Juice,Food & Drinks,Salary Bank,40.00,INR,EXPENSE,3a4623f6-b762-4db5-9f56-f0bfb0524d3c
387,2024-03-15 18:39:00.000,Snacks,Food & Drinks,Salary Bank,20.00,INR,EXPENSE,3832a47b-857f-49a9-b49c-edf2a3d18d62
388,2024-03-15 17:04:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,32da42d1-0c4c-4bd7-bd8f-a3b3875b0243
389,2024-03-15 01:55:00.000,Bike,Transport,Salary Bank,74.00,INR,EXPENSE,ffa618ac-e7fc-4a48-bee3-721da4810004
390,2024-03-14 01:54:00.000,Snacks,Food & Drinks,Salary Bank,105.00,INR,EXPENSE,0de260a7-ebc6-408a-a781-4f328b406386
391,2024-03-13 01:53:00.000,Snacks,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,b72fc70c-f53c-4ae8-b780-26b1704d2086
392,2024-03-13 01:52:00.000,Bandages,Bills & Fees,Salary Bank,8.00,INR,EXPENSE,b0b8d6ab-7cd1-44fb-aa3f-e5188dc7bb61
393,2024-03-12 17:33:34.220,Baba,Bills & Fees,Salary Bank,"2,000.00",INR,EXPENSE,e47c326e-cb25-475c-9fdb-83f83b170cc0
394,2024-03-12 17:33:12.758,Doc,Bills & Fees,Salary Bank,60.00,INR,EXPENSE,dcb191ed-3007-4de4-91ae-12ca43db6530
395,2024-03-12 17:33:00.145,Juice,Food & Drinks,Salary Bank,90.00,INR,EXPENSE,3fea7d47-8ade-4011-862e-f074e6d559ac
396,2024-03-12 17:32:45.399,Shawarma 🌯,Food & Drinks,Salary Bank,150.00,INR,EXPENSE,c74de4d5-f628-456b-acf9-368c1d13bb56
397,2024-03-12 17:32:28.109,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,1049850c-828e-4874-beb6-e184ed0270a2
398,2024-03-11 17:31:00.000,Jalebi,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,62636a34-7e2c-4f1a-970e-16e1ef618c5b
400,2024-03-10 03:29:43.493,Baba,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,27c6c615-72fc-4e42-9358-2dd1caacff90
401,2024-03-09 17:30:00.000,Juice,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,1f5659e8-450e-4781-83cf-1294c5dfa901
402,2024-03-09 03:29:00.000,Petrol,Transport,Salary Bank,200.00,INR,EXPENSE,fe3fb8d7-e688-4217-9a48-04fc6e9572cf
403,2024-03-08 10:13:57.611,Snacks,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,01864be3-6df3-48dd-ab05-4a799a941eb9
404,2024-03-08 10:12:12.982,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,cf7747b9-5d14-4bc7-9902-94d533cb54ec
405,2024-03-07 14:36:57.940,Snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,d005d095-d5fe-4299-ba02-f0446e73e40f
406,2024-03-07 13:45:37.905,RtA,Transport,Cash,35.00,INR,EXPENSE,3d12199c-1ab3-4795-904c-d108bb8fcf48
409,2024-03-07 05:20:46.631,AtR,Transport,Metro Card,35.00,INR,EXPENSE,466c0871-1271-4a37-84fb-69cc5748add8
410,2024-03-07 05:20:39.735,Bus,Transport,Cash,10.00,INR,EXPENSE,c3ce527e-d1da-418d-9264-5a77009e0233
413,2024-03-06 14:21:26.486,RtA,Transport,Metro Card,35.00,INR,EXPENSE,7483047d-dba6-4328-bb56-214d2091005d
414,2024-03-06 14:21:20.169,Snacks,Food & Drinks,Cash,10.00,INR,EXPENSE,91b013e6-85e4-4db2-adfa-c9cffa9fdff8
415,2024-03-06 06:37:05.798,AtR,Transport,Metro Card,35.00,INR,EXPENSE,ae9f4483-fa3b-4f9a-950b-f4c10e366350
416,2024-03-06 06:36:57.627,RB 🐂,Food & Drinks,Salary Bank,125.00,INR,EXPENSE,8f696a31-7fbd-4dbb-9429-ba273db9a395
417,2024-03-06 03:26:03.538,Baba,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,21226b92-8b72-43e0-8c7d-8fab18a1896b
418,2024-03-06 01:31:33.779,Netflix,Bills & Fees,Salary Bank,99.00,INR,EXPENSE,154eb891-db7a-47b0-b83c-125825331c2b
420,2024-03-05 12:53:13.025,AtR,Transport,Metro Card,35.00,INR,EXPENSE,cc3d1d9a-1fdb-42d9-b118-26d48d1d31e6
421,2024-03-05 12:53:03.972,Bus,Transport,Cash,10.00,INR,EXPENSE,429417a0-a502-4cfe-b08e-1fd1d916c295
422,2024-03-05 01:31:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,319a098b-3fc0-49a0-a652-7b5c8fc5a88b
423,2024-03-04 15:01:34.885,Snacks,Food & Drinks,Salary Bank,20.00,INR,EXPENSE,a672e06a-a8cd-412f-9261-c9ba102a57fe
424,2024-03-04 15:01:24.734,Snacks,Food & Drinks,Salary Bank,25.00,INR,EXPENSE,31ed121a-93d6-4228-965c-731c57d1e1cd
425,2024-03-04 15:01:04.247,RtA,Transport,Cash,35.00,INR,EXPENSE,5506aed7-4e40-4d15-b496-800556a66e95
426,2024-03-04 08:29:40.741,AtR,Transport,Metro Card,35.00,INR,EXPENSE,df8b34dc-aad0-4b05-8c5b-83715f1ec036
427,2024-03-04 08:29:28.861,Baba,Bills & Fees,Cash,80.00,INR,EXPENSE,4e6dfdac-b123-4b08-b00e-ec797f7ace0b
429,2024-03-03 02:41:00.000,Snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,ef5b7f34-6f2c-4b79-b821-ddc17cccd23b
430,2024-03-03 02:40:00.000,Laptop fixes,Bills & Fees,Salary Bank,150.00,INR,EXPENSE,f39a347a-0043-49bf-a4b3-44334eb66f0f
431,2024-03-03 02:40:00.000,Juice,Food & Drinks,Salary Bank,100.00,INR,EXPENSE,749e7c2c-d444-4f22-8229-4cc7450b02b8
432,2024-03-03 02:40:00.000,Snacks,Food & Drinks,Salary Bank,150.00,INR,EXPENSE,c8a59a4a-6dd6-467c-90df-afd20a54da5a
433,2024-03-02 02:40:00.000,Cab,Bills & Fees,Salary Bank,419.00,INR,EXPENSE,ac3de325-7d50-45f9-ae74-ff0f94668ae5
434,2024-03-02 02:39:00.000,Can,Bills & Fees,Salary Bank,476.00,INR,EXPENSE,7f5a9c5a-f0a6-499f-aac3-6b362288219a
435,2024-03-02 02:39:00.000,Dinner,Bills & Fees,Salary Bank,"2,154.00",INR,EXPENSE,00afcf13-caf5-467c-bd46-84ff60e800e2
436,2024-03-02 02:34:01.350,Gym,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,ad66a270-0056-4148-be7c-6199eae7d39d
437,2024-03-01 12:58:00.000,Snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,40b7079e-37c7-401d-9dae-5bf0e533b631
438,2024-03-01 12:54:00.000,AtR,Transport,Metro Card,35.00,INR,EXPENSE,7025737f-0608-4b31-9154-23b2227b234f
439,2024-03-01 12:54:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,89f3150a-f603-4654-a154-cedc073384cb
440,2024-03-01 03:28:51.286,Baba,Bills & Fees,Salary Bank,"5,000.00",INR,EXPENSE,df67e7ac-58c8-45a7-965b-5ee8bfe11fa1
441,2024-02-29 18:02:30.841,Fancode,Bills & Fees,Salary Bank,599.00,INR,EXPENSE,0ad70268-59c2-401a-9dde-75d0e522a975
442,2024-02-29 16:16:17.255,Snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,b1624d02-5311-4b53-be35-0e1f60a494c1
446,2024-02-29 02:59:46.403,Petrol,Transport,Savings Bank,100.00,INR,EXPENSE,e2e5b5a7-348f-4f31-9250-23d6499e0152
447,2024-02-29 02:06:26.648,Baba,Bills & Fees,Cash,100.00,INR,EXPENSE,5360227b-775b-47d3-8489-7f1679f067f1
